scan,zone,x_mm,y_mm,z_mm,deviation_mm
scan_020,GRAT_XXX,-30.831,21.966,-11.784,1.446
scan_020,GRAT_XXX,-42.361,8.333,-14.500,1.575
scan_020,GRAT_XXX,-48.899,-26.394,-16.319,2.142
scan_020,GRAT_XXX,-33.203,-22.270,-13.384,1.496
scan_020,GRAT_XXX,-28.550,19.172,-11.607,1.291
scan_020,GRAT_XXX,-37.053,-21.167,-15.667,1.750
scan_020,GRAT_XXX,-34.189,14.565,-12.632,1.276
scan_020,GRAT_XXX,-59.764,4.186,-3.051,1.379
scan_020,OOO,-33.218,-36.230,-8.618,0.520
scan_020,GRAT_XXX,-30.720,16.097,-12.333,1.359
scan_020,GRAT_XXX,-30.095,-10.777,-6.286,2.259
scan_020,GRAT_XXX,-59.449,-23.830,-18.338,1.684
scan_020,GRAT_XXX,-50.492,-36.702,-12.189,1.615
scan_020,GRAT_XXX,-50.384,-37.115,-11.902,1.695
scan_020,GRAT_XXX,-35.148,21.690,-13.487,1.267
scan_020,GRAT_XXX,-63.502,3.980,-1.540,2.057
scan_020,GRAT_XXX,-34.025,-27.037,-10.632,1.862
scan_020,GRAT_XXX,-21.653,-36.093,4.067,2.766
scan_020,GRAT_XXX,-30.937,-30.819,-8.932,2.513
scan_020,GRAT_XXX,-30.642,8.326,-9.007,1.393
scan_020,GRAT_XXX,-69.486,-17.950,-14.502,1.259
scan_020,GRAT_XXX,-28.672,6.360,4.035,1.712
scan_020,GRAT_XXX,-25.057,16.516,-10.391,1.683
scan_020,OOO,-38.562,-35.804,7.021,1.153
scan_020,GRAT_XXX,-28.045,8.319,1.187,1.413
scan_020,GRAT_XXX,-30.963,20.391,-12.155,1.628
scan_020,GRAT_XXX,-25.854,22.281,-7.699,1.663
scan_020,GRAT_XXX,-26.470,-29.253,-7.364,2.169
scan_020,ANGUSS_A,-64.464,-25.568,-1.628,1.486
scan_020,GRAT_XXX,-27.707,-36.968,5.656,1.383
scan_020,OOO,-53.201,-35.765,8.231,0.621
scan_020,GRAT_XXX,-75.842,3.894,-20.949,1.233
scan_020,GRAT_XXX,-60.726,2.854,-12.171,2.243
scan_020,OOO,-34.823,-36.879,-9.577,1.174
scan_020,GRAT_XXX,-62.521,2.323,-14.335,1.731
scan_020,GRAT_XXX,-62.310,1.586,-13.923,2.270
scan_020,GRAT_XXX,-40.139,7.953,-12.474,1.774
scan_020,GRAT_XXX,-39.523,-20.127,-15.119,1.351
scan_020,GRAT_XXX,-34.884,-36.936,5.279,2.011
scan_020,GRAT_XXX,-28.513,12.107,-11.763,1.593
scan_020,GRAT_XXX,-32.589,17.516,-12.472,1.554
scan_020,GRAT_XXX,-34.499,7.471,-9.520,1.305
scan_020,GRAT_XXX,-39.642,10.882,6.006,1.627
scan_020,GRAT_XXX,-30.291,-9.974,-8.179,2.036
scan_020,GRAT_XXX,-30.644,-11.428,-6.392,2.738
scan_020,GRAT_XXX,-34.101,7.051,-8.025,1.465
scan_020,GRAT_XXX,-25.028,-30.817,-5.127,1.492
scan_020,GRAT_XXX,-25.251,15.120,-10.934,1.954
scan_020,GRAT_XXX,-41.643,10.357,6.124,2.310
scan_020,GRAT_XXX,-75.625,-15.510,-12.194,1.249
scan_020,GRAT_XXX,-76.373,-20.022,-8.888,1.345
scan_020,GRAT_XXX,-74.315,1.291,-22.899,1.239
scan_020,GRAT_XXX,-72.277,-1.810,-23.752,1.618
scan_020,GRAT_XXX,-57.210,25.478,-22.860,1.914
scan_020,GRAT_XXX,-23.250,-29.339,0.995,2.469
scan_020,GRAT_XXX,-53.439,-37.061,8.943,1.744
scan_020,GRAT_XXX,-53.889,20.358,-20.714,1.305
scan_020,GRAT_XXX,-61.709,-2.040,-16.215,2.792
scan_020,GRAT_XXX,-31.106,-12.391,-6.266,2.420
scan_020,GRAT_XXX,-33.352,-29.922,-9.876,2.473
scan_020,GRAT_XXX,-25.363,-29.705,-6.292,2.216
scan_020,GRAT_XXX,-51.025,-8.215,-20.642,1.387
scan_020,GRAT_XXX,-24.851,32.001,-7.520,1.793
scan_020,GRAT_XXX,-66.110,-2.208,-25.191,1.726
scan_020,GRAT_XXX,-36.484,-37.060,-10.211,1.616
scan_020,GRAT_XXX,-49.709,-9.182,-19.707,1.251
scan_020,GRAT_XXX,-50.740,-25.040,-17.767,1.778
scan_020,GRAT_XXX,-46.751,22.178,-16.663,1.301
scan_020,GRAT_XXX,-37.205,-36.038,6.018,1.384
scan_020,GRAT_XXX,-31.949,-14.813,-7.594,2.828
scan_020,GRAT_XXX,-33.080,21.760,-12.424,1.302
scan_020,GRAT_XXX,-30.462,14.923,-12.218,1.231
scan_020,GRAT_XXX,-36.254,8.525,-11.478,2.024
scan_020,GRAT_XXX,-52.887,26.237,-21.803,1.762
scan_020,GRAT_XXX,-24.815,-26.218,-6.889,1.886
scan_020,GRAT_XXX,-30.694,19.051,-12.309,1.848
scan_020,GRAT_XXX,-49.759,-36.971,-11.501,1.657
scan_020,GRAT_XXX,-31.112,8.301,2.149,1.457
scan_040,GRAT_XXX,-77.308,-11.880,-17.570,2.798
scan_040,GRAT_XXX,-22.560,-23.477,3.010,2.340
scan_040,OOO,-37.631,-35.913,10.472,0.831
scan_040,GRAT_XXX,-32.265,30.938,-10.892,1.212
scan_040,GRAT_XXX,-55.117,14.387,-20.198,1.402
scan_040,GRAT_XXX,-51.315,-28.798,7.795,2.375
scan_040,GRAT_XXX,-50.999,-26.833,8.514,3.000
scan_040,GRAT_XXX,-24.547,-24.208,-0.643,3.584
scan_040,GRAT_XXX,-31.797,14.844,-12.170,1.536
scan_040,GRAT_XXX,-48.070,-34.113,8.473,1.527
scan_040,GRAT_XXX,-48.667,-30.574,7.956,1.677
scan_040,GRAT_XXX,-78.522,-20.721,-5.117,1.655
scan_040,GRAT_XXX,-50.690,-28.373,8.214,2.874
scan_040,GRAT_XXX,-51.513,-26.269,8.091,2.924
scan_040,GRAT_XXX,-24.562,-30.035,-9.519,1.302
scan_040,GRAT_XXX,-43.260,-32.137,-12.956,1.662
scan_040,GRAT_XXX,-25.720,-34.611,-5.483,1.459
scan_040,GRAT_XXX,-43.521,-30.111,-13.378,2.550
scan_040,GRAT_XXX,-43.818,-29.241,-13.959,2.450
scan_040,GRAT_XXX,-52.888,5.306,-11.880,1.912
scan_040,GRAT_XXX,-54.521,8.607,-19.155,1.850
scan_040,GRAT_XXX,-52.493,7.980,-17.599,1.783
scan_040,GRAT_XXX,-27.090,9.586,2.235,1.363
scan_040,GRAT_XXX,-68.894,-16.727,-19.457,1.381
scan_040,OOO,-43.944,-36.089,9.923,1.569
scan_040,GRAT_XXX,-58.554,10.012,-21.353,1.525
scan_040,GRAT_XXX,-39.054,8.067,-11.799,1.769
scan_040,GRAT_XXX,-35.115,9.533,-11.723,1.390
scan_040,OOO,-48.297,-35.335,10.069,1.347
scan_040,GRAT_XXX,-64.182,-3.630,-23.184,1.366
scan_040,GRAT_XXX,-67.967,-7.864,-24.550,1.467
scan_040,GRAT_XXX,-48.711,-28.383,8.174,3.001
scan_040,GRAT_XXX,-49.732,-26.739,8.549,2.892
scan_040,OOO,-42.618,-36.390,-10.356,1.132
scan_040,GRAT_XXX,-44.227,-31.481,7.370,1.831
scan_040,GRAT_XXX,-43.625,-28.187,-14.638,1.938
scan_040,GRAT_XXX,-25.869,-34.895,-3.617,1.368
scan_040,OOO,-25.030,-36.632,6.531,0.859
scan_040,GRAT_XXX,-65.750,-24.865,-6.395,1.448
scan_040,GRAT_XXX,-65.902,-25.616,-4.726,1.781
scan_040,ANGUSS_A,-66.220,-25.933,-2.450,2.090
scan_040,GRAT_XXX,-67.231,-26.836,0.483,3.252
scan_040,GRAT_XXX,-64.499,-6.971,-24.917,1.451
scan_040,GRAT_XXX,-62.581,-17.562,-20.678,2.046
scan_040,GRAT_XXX,-63.001,-18.353,-19.817,1.557
scan_040,GRAT_XXX,-65.269,-23.899,-10.240,1.412
scan_040,GRAT_XXX,-65.567,-24.242,-8.261,1.348
scan_040,ANGUSS_A,-68.118,-25.256,-2.588,1.783
scan_040,GRAT_XXX,-64.164,-24.613,-7.968,1.329
scan_040,GRAT_XXX,-64.201,-25.132,-6.145,1.205
scan_040,GRAT_XXX,-64.517,-25.704,-4.398,1.514
scan_040,GRAT_XXX,-65.501,-26.074,-4.497,2.069
scan_040,ANGUSS_A,-65.337,-26.354,-2.673,2.084
scan_040,GRAT_XXX,-67.945,8.359,-23.428,1.278
scan_040,GRAT_XXX,-67.144,2.612,-22.697,1.217
scan_040,GRAT_XXX,-64.865,-3.441,-24.305,1.453
scan_040,GRAT_XXX,-64.842,-15.987,-21.139,1.318
scan_040,GRAT_XXX,-64.210,-17.150,-20.514,1.321
scan_040,GRAT_XXX,-67.648,-24.773,-4.945,1.409
scan_040,GRAT_XXX,-65.751,-11.068,-23.726,1.734
scan_040,GRAT_XXX,-65.857,-25.814,-5.798,2.140
scan_040,ANGUSS_A,-68.032,-26.068,-0.738,2.394
scan_040,GRAT_XXX,-65.898,-4.592,-25.245,1.910
scan_040,GRAT_XXX,-65.515,-7.443,-25.704,2.293
scan_040,GRAT_XXX,-65.296,-7.951,-23.688,1.226
scan_040,GRAT_XXX,-63.650,-16.183,-21.226,1.520
scan_040,GRAT_XXX,-64.783,-4.552,-24.242,1.349
scan_040,GRAT_XXX,-43.983,27.752,-14.979,1.730
scan_040,GRAT_XXX,-69.812,-18.603,-13.880,1.284
scan_040,GRAT_XXX,-48.407,7.588,-15.168,1.366
scan_040,GRAT_XXX,-30.198,11.761,-11.270,1.389
scan_040,GRAT_XXX,-50.641,9.234,-18.322,1.304
scan_040,GRAT_XXX,-66.910,-11.336,-24.008,1.332
scan_040,GRAT_XXX,-68.879,-21.430,-12.201,1.314
scan_040,GRAT_XXX,-78.417,-20.718,-3.087,1.608
scan_040,GRAT_XXX,-68.014,-5.469,-25.354,1.780
scan_040,GRAT_XXX,-67.409,-9.716,-24.254,1.291
scan_040,GRAT_XXX,-64.130,9.646,-23.957,1.251
scan_040,GRAT_XXX,-48.451,-29.611,8.012,2.423
scan_040,GRAT_XXX,-49.489,-27.752,8.389,3.092
scan_040,GRAT_XXX,-48.907,-26.295,8.481,2.915
scan_040,GRAT_XXX,-34.001,-10.229,-12.488,1.204
scan_040,GRAT_XXX,-24.042,-24.894,0.587,3.611
scan_040,GRAT_XXX,-59.724,20.657,-24.057,1.400
scan_040,GRAT_XXX,-41.806,-33.487,-12.338,1.648
scan_040,OOO,-39.775,-35.644,8.982,0.871
scan_040,GRAT_XXX,-69.288,-4.479,-25.737,2.100
scan_040,GRAT_XXX,-69.334,-5.435,-25.172,1.481
scan_040,GRAT_XXX,-28.630,-24.071,-9.501,1.328
scan_040,GRAT_XXX,-57.135,3.239,-13.971,1.920
scan_040,GRAT_XXX,-30.700,21.028,-12.433,1.837
scan_040,GRAT_XXX,-41.446,28.202,-14.310,1.323
scan_040,GRAT_XXX,-25.774,9.145,3.869,2.579
scan_040,GRAT_XXX,-46.681,-31.792,8.073,1.239
scan_040,GRAT_XXX,-26.427,33.210,-8.501,1.223
scan_040,GRAT_XXX,-32.362,-12.393,-10.710,1.336
scan_040,GRAT_XXX,-43.715,29.477,-14.942,1.472
scan_040,GRAT_XXX,-31.449,-18.197,-9.747,1.350
scan_040,GRAT_XXX,-26.530,31.556,-8.552,1.245
scan_040,GRAT_XXX,-46.799,9.288,-16.431,1.395
scan_040,GRAT_XXX,-32.270,18.851,-13.003,1.888
scan_040,GRAT_XXX,-33.358,7.944,-9.189,1.638
scan_040,GRAT_XXX,-35.847,32.319,-13.969,1.305
scan_040,GRAT_XXX,-22.526,-27.619,3.073,2.283
scan_040,GRAT_XXX,-23.890,25.954,3.402,1.524
scan_040,GRAT_XXX,-56.951,13.964,-20.602,1.643
scan_040,GRAT_XXX,-60.134,-26.253,-13.941,1.357
scan_040,OOO,-32.397,-36.504,8.802,1.017
scan_040,GRAT_XXX,-23.024,-33.048,1.461,1.477
scan_040,GRAT_XXX,-28.096,-35.157,-1.652,1.225
scan_040,GRAT_XXX,-31.770,-13.868,-10.697,1.323
scan_040,GRAT_XXX,-23.585,-22.314,-2.935,1.805
scan_040,GRAT_XXX,-58.926,-24.299,-17.688,2.164
scan_040,OOO,-33.317,-35.986,7.669,0.646
scan_040,GRAT_XXX,-51.360,-11.756,-20.509,1.382
scan_040,GRAT_XXX,-33.948,7.597,-0.593,1.868
scan_040,GRAT_XXX,-25.077,33.780,-7.694,1.506
scan_040,GRAT_XXX,-29.272,-34.517,-8.072,1.528
scan_040,GRAT_XXX,-64.925,15.133,-23.500,1.302
scan_040,GRAT_XXX,-39.548,-31.042,-11.761,2.902
scan_040,OOO,-27.032,-36.799,6.412,1.036
scan_040,GRAT_XXX,-33.813,14.348,-11.845,1.250
scan_040,GRAT_XXX,-32.780,16.027,-12.577,1.751
scan_040,GRAT_XXX,-28.110,-28.069,-9.188,1.369
scan_040,GRAT_XXX,-25.885,19.520,3.560,1.866
scan_040,GRAT_XXX,-24.910,25.577,2.800,1.437
scan_040,GRAT_XXX,-22.368,30.743,2.220,2.128
scan_040,GRAT_XXX,-40.697,-8.029,-16.030,1.401
scan_040,GRAT_XXX,-68.700,13.947,-23.829,1.305
scan_040,GRAT_XXX,-58.159,-17.694,-20.582,1.625
scan_040,GRAT_XXX,-24.496,15.725,-8.515,1.399
scan_040,GRAT_XXX,-56.390,-18.606,-20.644,1.275
scan_040,GRAT_XXX,-27.971,-13.837,-11.466,1.501
scan_040,GRAT_XXX,-58.063,-30.852,4.425,2.798
scan_040,GRAT_XXX,-40.838,7.853,-11.607,1.747
scan_040,GRAT_XXX,-32.590,5.688,4.835,1.605
scan_040,GRAT_XXX,-59.848,5.839,-17.847,1.278
scan_040,OOO,-48.851,-36.850,-10.007,1.376
scan_040,GRAT_XXX,-52.209,26.092,-20.430,1.300
scan_040,OOO,-45.931,-35.660,10.312,1.323
scan_040,GRAT_XXX,-76.417,-1.558,-22.428,2.140
scan_040,GRAT_XXX,-47.503,-28.003,-16.615,1.361
scan_040,GRAT_XXX,-29.968,-35.555,-2.126,1.357
scan_040,GRAT_XXX,-42.979,9.230,-14.038,2.071
scan_040,GRAT_XXX,-31.308,8.109,-8.862,1.620
scan_040,GRAT_XXX,-47.083,8.131,-12.613,1.891
scan_040,GRAT_XXX,-37.242,-31.275,-11.923,1.860
scan_040,GRAT_XXX,-60.077,-18.757,-21.361,1.677
scan_040,GRAT_XXX,-34.182,32.637,-11.512,1.237
scan_040,GRAT_XXX,-44.993,27.643,-15.795,1.250
scan_040,GRAT_XXX,-29.169,-37.342,7.422,1.524
scan_040,GRAT_XXX,-30.826,-22.339,-9.773,1.559
scan_040,GRAT_XXX,-32.569,20.983,-13.217,1.767
scan_040,GRAT_XXX,-50.482,8.355,-17.305,1.846
scan_040,GRAT_XXX,-26.585,-34.652,1.869,1.616
scan_040,GRAT_XXX,-39.744,-15.426,-12.326,1.725
scan_040,OOO,-41.589,-36.596,9.954,1.465
scan_040,GRAT_XXX,-32.057,16.945,-12.830,2.003
scan_040,ANGUSS_A,-66.767,-26.370,-0.920,2.529
scan_040,GRAT_XXX,-56.108,-20.944,-20.303,1.462
scan_040,GRAT_XXX,-27.429,-34.183,-7.783,1.823
scan_040,GRAT_XXX,-22.819,-22.691,1.669,2.936
scan_040,GRAT_XXX,-29.826,-35.730,-4.072,1.257
scan_040,GRAT_XXX,-76.820,-9.867,-20.502,2.370
scan_040,GRAT_XXX,-76.340,-10.119,-18.859,1.661
scan_040,GRAT_XXX,-34.209,7.633,0.680,2.111
scan_040,GRAT_XXX,-23.885,29.157,-0.110,2.265
scan_040,GRAT_XXX,-42.796,7.643,-11.507,1.544
scan_040,GRAT_XXX,-27.406,9.256,-3.913,1.228
scan_040,GRAT_XXX,-27.115,8.673,3.941,1.756
scan_040,GRAT_XXX,-23.941,28.506,1.865,2.192
scan_040,GRAT_XXX,-22.771,32.342,-2.417,1.489
scan_040,GRAT_XXX,-34.234,30.613,-11.615,1.312
scan_040,GRAT_XXX,-56.001,-25.899,-17.802,1.602
scan_040,GRAT_XXX,-65.588,4.287,-21.816,1.428
scan_040,GRAT_XXX,-41.995,-33.176,6.935,1.207
scan_040,GRAT_XXX,-33.268,8.865,-10.426,1.814
scan_040,GRAT_XXX,-29.659,17.012,-11.734,1.374
scan_040,GRAT_XXX,-46.483,-29.679,7.969,2.288
scan_040,GRAT_XXX,-46.805,-27.858,7.929,2.498
scan_040,GRAT_XXX,-22.669,-21.855,-1.824,2.669
scan_040,GRAT_XXX,-40.966,-32.419,-11.767,2.438
scan_040,GRAT_XXX,-45.586,-11.956,-16.866,1.259
scan_040,GRAT_XXX,-71.015,-17.215,-17.872,1.452
scan_040,GRAT_XXX,-49.303,5.799,-11.847,1.208
scan_040,GRAT_XXX,-62.519,-26.555,-0.217,1.506
scan_040,GRAT_XXX,-60.384,9.539,-22.075,1.743
scan_040,GRAT_XXX,-41.075,9.390,-13.616,1.942
scan_040,GRAT_XXX,-45.014,-27.547,7.261,2.458
scan_040,GRAT_XXX,-41.780,-15.209,-13.708,1.360
scan_040,GRAT_XXX,-76.837,-16.016,-12.797,2.041
scan_040,GRAT_XXX,-70.802,-14.303,-20.659,1.268
scan_040,GRAT_XXX,-76.493,-5.089,-21.955,2.191
scan_040,GRAT_XXX,-71.975,-13.989,-19.683,1.255
scan_040,GRAT_XXX,-75.465,-20.607,-0.633,1.307
scan_040,GRAT_XXX,-69.950,-15.447,-20.140,1.558
scan_040,GRAT_XXX,-69.204,-17.694,-17.999,1.222
scan_040,GRAT_XXX,-71.855,-20.814,-8.461,1.392
scan_040,GRAT_XXX,-70.486,-16.596,-18.919,1.686
scan_040,GRAT_XXX,-69.094,-18.482,-17.796,1.667
scan_040,GRAT_XXX,-76.325,-11.922,-17.576,2.223
scan_040,GRAT_XXX,-49.932,-34.479,7.747,1.538
scan_040,GRAT_XXX,-39.782,-26.227,-15.049,1.366
scan_040,GRAT_XXX,-42.178,-16.595,-13.606,1.928
scan_040,GRAT_XXX,-26.047,22.896,2.510,1.739
scan_040,GRAT_XXX,-50.038,-22.075,-18.814,1.420
scan_040,GRAT_XXX,-50.622,-30.489,7.785,1.754
scan_040,GRAT_XXX,-45.531,-31.703,7.879,1.482
scan_040,GRAT_XXX,-56.062,-27.654,-16.346,1.839
scan_040,GRAT_XXX,-78.451,-21.290,-1.881,2.361
scan_040,GRAT_XXX,-74.944,-14.148,-17.893,1.235
scan_040,GRAT_XXX,-77.336,-8.749,-20.386,1.947
scan_040,GRAT_XXX,-77.864,-4.196,-22.136,2.146
scan_040,GRAT_XXX,-54.535,9.925,-19.944,1.556
scan_040,GRAT_XXX,-58.522,11.611,-21.465,1.371
scan_040,GRAT_XXX,-66.973,-23.709,-8.310,1.432
scan_040,GRAT_XXX,-67.349,-24.348,-6.332,1.287
scan_040,GRAT_XXX,-54.195,-30.502,6.785,1.272
scan_040,GRAT_XXX,-76.003,-15.367,-13.807,1.720
scan_040,GRAT_XXX,-23.796,-34.164,1.019,1.655
scan_040,GRAT_XXX,-32.821,6.483,2.971,1.239
scan_040,GRAT_XXX,-26.112,11.833,1.483,1.787
scan_040,GRAT_XXX,-57.601,-29.923,5.322,1.912
scan_040,GRAT_XXX,-40.472,22.028,-15.404,1.224
scan_040,GRAT_XXX,-27.794,-35.391,-3.786,1.215
scan_040,GRAT_XXX,-77.713,-4.929,-21.872,2.019
scan_040,GRAT_XXX,-33.302,-33.721,-10.773,1.657
scan_040,OOO,-51.350,-35.990,-9.494,0.900
scan_040,GRAT_XXX,-22.653,29.487,3.273,1.962
scan_040,GRAT_XXX,-33.359,9.968,-11.340,1.347
scan_040,GRAT_XXX,-26.840,7.895,5.193,2.178
scan_040,GRAT_XXX,-64.999,17.135,-23.620,1.377
scan_040,GRAT_XXX,-59.375,21.457,-24.696,2.104
scan_040,GRAT_XXX,-45.479,-28.534,-15.087,1.907
scan_040,GRAT_XXX,-57.595,-29.499,4.694,1.985
scan_040,GRAT_XXX,-57.682,-32.056,7.102,1.272
scan_040,GRAT_XXX,-22.455,-31.113,1.563,2.533
scan_040,GRAT_XXX,-39.066,9.477,-13.225,1.477
scan_040,GRAT_XXX,-41.121,8.236,-12.456,1.820
scan_040,GRAT_XXX,-41.151,-15.752,-12.812,2.119
scan_040,GRAT_XXX,-62.830,-26.880,1.054,1.772
scan_040,GRAT_XXX,-26.366,11.285,1.214,1.378
scan_040,OOO,-33.675,-36.038,8.938,0.566
scan_040,GRAT_XXX,-30.629,-24.285,-9.776,1.748
scan_040,GRAT_XXX,-41.721,31.563,-16.538,1.576
scan_040,GRAT_XXX,-39.974,29.658,-15.121,1.248
scan_040,GRAT_XXX,-36.801,31.697,-14.686,1.308
scan_040,OOO,-30.588,-36.340,6.562,0.665
scan_040,GRAT_XXX,-61.551,2.407,-14.289,2.367
scan_040,GRAT_XXX,-52.444,-27.087,7.188,2.520
scan_040,GRAT_XXX,-56.358,6.428,-16.673,1.239
scan_040,GRAT_XXX,-52.567,-30.401,7.103,1.607
scan_040,GRAT_XXX,-52.305,-31.423,7.414,1.309
scan_040,OOO,-52.067,-35.792,9.629,1.327
scan_040,GRAT_XXX,-62.116,-26.589,-2.159,1.327
scan_040,GRAT_XXX,-24.966,31.832,-6.764,1.921
scan_040,GRAT_XXX,-67.491,11.447,-23.848,1.355
scan_040,GRAT_XXX,-32.875,-14.182,-9.729,1.755
scan_040,OOO,-34.444,-36.618,-7.873,1.437
scan_040,GRAT_XXX,-22.249,32.380,-1.923,1.975
scan_040,GRAT_XXX,-22.081,-31.024,1.739,2.647
scan_040,GRAT_XXX,-61.545,16.510,-22.315,1.295
scan_040,GRAT_XXX,-45.674,-26.466,7.323,2.665
scan_040,GRAT_XXX,-43.102,8.047,-12.446,1.741
scan_040,GRAT_XXX,-26.136,-37.571,7.003,1.828
scan_040,GRAT_XXX,-21.945,31.881,0.743,2.941
scan_040,GRAT_XXX,-57.853,6.087,-17.130,1.306
scan_040,GRAT_XXX,-24.885,-23.471,-1.638,2.385
scan_040,GRAT_XXX,-30.304,-30.242,-10.576,1.360
scan_040,OOO,-37.261,-35.838,9.304,0.491
scan_040,GRAT_XXX,-32.244,-16.723,-10.158,1.469
scan_040,GRAT_XXX,-30.231,-28.184,-10.560,1.216
scan_040,GRAT_XXX,-39.671,-28.752,-13.440,1.331
scan_040,GRAT_XXX,-56.325,9.741,-20.283,1.668
scan_040,OOO,-46.602,-35.102,9.762,1.304
scan_040,GRAT_XXX,-23.040,-24.621,4.232,1.200
scan_040,GRAT_XXX,-46.784,30.889,-18.638,2.236
scan_040,GRAT_XXX,-42.730,12.988,-14.414,1.204
scan_040,GRAT_XXX,-38.323,8.810,-12.567,1.715
scan_040,GRAT_XXX,-56.790,11.996,-20.595,1.414
scan_040,GRAT_XXX,-56.362,6.888,-18.109,1.590
scan_040,OOO,-47.182,-36.486,-9.877,1.262
scan_040,GRAT_XXX,-64.853,-25.839,-3.231,1.550
scan_040,GRAT_XXX,-74.944,-6.029,-20.910,1.258
scan_040,GRAT_XXX,-40.224,-33.418,6.567,1.392
scan_040,GRAT_XXX,-57.707,22.328,-25.067,2.936
scan_040,GRAT_XXX,-37.769,16.036,-14.287,1.254
scan_040,GRAT_XXX,-23.577,24.795,3.998,1.261
scan_040,GRAT_XXX,-32.256,-36.716,-5.871,1.522
scan_040,GRAT_XXX,-39.191,-33.981,-11.055,1.847
scan_040,GRAT_XXX,-27.184,9.757,0.258,1.619
scan_040,GRAT_XXX,-33.925,7.424,2.119,1.955
scan_040,GRAT_XXX,-57.434,-21.719,-20.425,1.650
scan_040,GRAT_XXX,-33.496,-14.441,-9.872,1.621
scan_040,GRAT_XXX,-37.214,10.166,-12.602,1.507
scan_040,GRAT_XXX,-25.586,10.005,3.234,2.355
scan_040,GRAT_XXX,-37.944,-14.879,-11.870,1.322
scan_040,OOO,-38.492,-35.833,10.534,0.555
scan_040,GRAT_XXX,-33.987,-34.203,4.135,1.707
scan_040,GRAT_XXX,-37.089,8.976,-12.165,1.611
scan_040,GRAT_XXX,-41.115,-16.768,-12.766,2.269
scan_040,GRAT_XXX,-42.175,-34.918,-12.212,1.229
scan_040,GRAT_XXX,-41.663,-30.707,6.520,1.708
scan_040,GRAT_XXX,-59.378,-25.512,-15.303,1.709
scan_040,GRAT_XXX,-58.362,1.404,-14.441,3.492
scan_040,GRAT_XXX,-26.361,10.613,1.857,1.663
scan_040,GRAT_XXX,-66.298,3.163,-21.687,1.538
scan_040,GRAT_XXX,-43.874,31.413,-16.844,1.334
scan_040,GRAT_XXX,-34.002,6.146,2.308,2.393
scan_040,GRAT_XXX,-76.634,-12.663,-16.656,2.584
scan_040,GRAT_XXX,-22.403,31.764,-0.887,2.425
scan_040,GRAT_XXX,-53.006,-8.974,-21.530,1.231
scan_040,GRAT_XXX,-33.082,4.709,4.392,2.643
scan_040,GRAT_XXX,-47.944,-33.828,-12.809,1.360
scan_040,GRAT_XXX,-34.438,7.117,1.038,2.377
scan_040,GRAT_XXX,-24.940,26.591,1.970,2.146
scan_040,GRAT_XXX,-41.392,-31.826,6.368,2.025
scan_040,GRAT_XXX,-24.732,-27.142,1.346,2.773
scan_040,GRAT_XXX,-77.307,-10.022,-20.297,2.361
scan_040,GRAT_XXX,-57.264,-19.429,-19.721,2.199
scan_040,GRAT_XXX,-37.825,19.962,-14.587,1.450
scan_040,GRAT_XXX,-33.332,17.188,-12.776,1.529
scan_040,GRAT_XXX,-26.875,-14.107,-11.162,1.620
scan_040,GRAT_XXX,-57.165,10.525,-20.741,1.299
scan_040,GRAT_XXX,-51.812,-8.945,-21.496,1.688
scan_040,GRAT_XXX,-22.256,-28.699,2.524,2.678
scan_040,OOO,-45.233,-35.009,9.239,0.594
scan_040,GRAT_XXX,-55.546,-34.857,10.282,1.404
scan_040,GRAT_XXX,-44.072,-35.710,-12.930,1.331
scan_040,GRAT_XXX,-22.431,-21.096,-4.019,1.576
scan_040,GRAT_XXX,-76.403,-5.829,-20.964,1.450
scan_040,GRAT_XXX,-77.090,-20.935,-1.059,1.746
scan_040,GRAT_XXX,-64.639,13.129,-23.656,1.356
scan_040,GRAT_XXX,-50.854,5.134,-11.913,1.921
scan_040,GRAT_XXX,-27.259,10.344,-8.175,1.340
scan_040,GRAT_XXX,-29.651,-13.712,-11.582,1.277
scan_040,OOO,-33.345,-36.929,-6.611,1.105
scan_040,GRAT_XXX,-46.842,8.318,-14.729,1.863
scan_040,OOO,-35.507,-35.746,7.369,0.689
scan_040,GRAT_XXX,-53.595,-10.027,-21.373,1.589
scan_040,GRAT_XXX,-23.262,-30.621,-9.749,1.722
scan_040,GRAT_XXX,-42.978,-28.961,6.996,2.008
scan_040,GRAT_XXX,-78.494,-19.661,-6.135,1.209
scan_040,GRAT_XXX,-62.259,-19.862,-19.418,1.340
scan_040,GRAT_XXX,-66.022,-3.610,-25.224,1.661
scan_040,GRAT_XXX,-39.595,31.839,-16.322,2.043
scan_040,GRAT_XXX,-66.733,-7.662,-25.899,2.099
scan_040,GRAT_XXX,-49.941,-8.041,-19.589,1.493
scan_040,OOO,-43.658,-35.176,8.957,0.879
scan_040,OOO,-30.992,-36.750,7.685,0.998
scan_040,OOO,-41.862,-35.656,8.834,0.785
scan_040,GRAT_XXX,-27.813,-30.152,-8.791,1.380
scan_040,GRAT_XXX,-25.043,19.827,4.365,1.729
scan_040,GRAT_XXX,-45.682,-29.932,-14.432,1.877
scan_040,GRAT_XXX,-23.600,-25.231,2.306,2.271
scan_040,GRAT_XXX,-41.692,-27.775,-14.386,1.545
scan_040,GRAT_XXX,-25.303,24.020,3.106,1.511
scan_040,GRAT_XXX,-60.504,-19.737,-19.823,2.308
