scan,zone,x_mm,y_mm,z_mm,deviation_mm
scan_040,GRAT_XXX,-60.220,-23.832,-17.284,1.258
scan_040,GRAT_XXX,-60.413,-24.685,-15.872,1.279
scan_040,GRAT_XXX,-65.997,-27.327,0.978,3.212
scan_040,GRAT_XXX,-63.664,-26.292,-4.281,1.558
scan_040,GRAT_XXX,-65.865,-26.787,-0.325,2.682
scan_040,GRAT_XXX,-68.305,10.524,-23.525,1.346
scan_040,GRAT_XXX,-47.304,-30.296,8.261,1.594
scan_040,GRAT_XXX,-41.073,-34.184,-11.487,1.596
scan_040,GRAT_XXX,-37.722,-32.135,5.866,1.495
scan_040,GRAT_XXX,-48.681,8.828,-16.851,1.650
scan_040,GRAT_XXX,-62.036,8.991,-22.679,1.275
scan_040,GRAT_XXX,-46.049,-33.982,8.502,1.270
scan_040,GRAT_XXX,-23.146,29.690,1.930,1.907
scan_040,GRAT_XXX,-28.672,7.974,-0.381,1.224
scan_040,GRAT_XXX,-25.494,-33.709,-7.346,1.848
scan_040,GRAT_XXX,-40.113,-30.455,6.218,1.808
scan_040,GRAT_XXX,-22.887,-19.633,-9.884,1.953
scan_040,GRAT_XXX,-30.777,-35.218,1.869,1.306
scan_040,GRAT_XXX,-22.383,31.514,0.567,2.658
scan_040,GRAT_XXX,-45.168,31.212,-17.281,1.437
scan_040,GRAT_XXX,-44.855,29.077,-15.553,1.378
scan_040,OOO,-32.913,-36.224,-7.117,0.274
scan_040,GRAT_XXX,-44.529,-29.490,7.359,2.403
scan_040,GRAT_XXX,-58.801,-27.778,-12.643,1.339
scan_040,GRAT_XXX,-32.886,-37.244,-5.653,1.856
scan_040,GRAT_XXX,-25.354,31.940,-7.432,1.882
scan_040,GRAT_XXX,-31.276,-20.377,-9.640,1.247
scan_040,GRAT_XXX,-62.453,2.524,-15.324,1.570
scan_040,GRAT_XXX,-58.364,-27.611,-13.321,1.900
scan_040,GRAT_XXX,-44.236,-34.198,8.327,1.342
scan_040,OOO,-39.122,-35.956,-9.600,0.349
scan_040,GRAT_XXX,-29.687,21.056,-11.566,1.543
scan_040,GRAT_XXX,-27.539,-32.253,-8.651,1.408
scan_040,GRAT_XXX,-61.183,-18.353,-20.761,2.238
scan_040,GRAT_XXX,-32.644,-20.514,-10.422,1.277
scan_040,GRAT_XXX,-48.280,28.722,-19.428,1.500
scan_040,GRAT_XXX,-32.862,22.462,-13.302,1.524
scan_040,GRAT_XXX,-36.100,-13.707,-12.359,1.273
scan_040,GRAT_XXX,-37.775,32.449,-15.536,1.422
scan_040,GRAT_XXX,-29.362,7.393,3.765,1.296
scan_040,GRAT_XXX,-49.443,-33.513,-12.775,1.241
scan_040,GRAT_XXX,-56.319,8.163,-19.627,1.782
scan_040,GRAT_XXX,-41.222,11.428,-14.036,1.414
scan_040,GRAT_XXX,-24.536,-22.115,-7.365,1.380
scan_040,GRAT_XXX,-60.853,14.003,-21.962,1.865
scan_040,GRAT_XXX,-22.414,-21.522,-2.654,2.264
scan_040,GRAT_XXX,-21.996,-20.228,-8.536,1.860
scan_040,GRAT_XXX,-52.908,-13.943,-21.208,1.505
scan_040,GRAT_XXX,-24.708,28.254,0.046,2.977
scan_040,GRAT_XXX,-24.796,27.798,1.315,2.645
scan_040,GRAT_XXX,-43.581,11.297,-15.045,1.463
scan_040,GRAT_XXX,-30.290,-31.969,-10.885,1.301
scan_040,GRAT_XXX,-58.182,9.163,-20.762,1.547
scan_040,GRAT_XXX,-33.869,-12.728,-11.194,1.203
scan_040,GRAT_XXX,-39.727,-32.321,6.186,1.671
scan_040,GRAT_XXX,-36.170,-28.183,-12.982,1.482
scan_040,GRAT_XXX,-27.709,7.244,5.711,2.020
scan_040,GRAT_XXX,-27.714,-37.652,7.260,1.827
scan_040,GRAT_XXX,-65.445,3.169,-18.247,1.349
scan_040,GRAT_XXX,-48.605,10.373,-17.405,1.292
scan_040,GRAT_XXX,-56.587,5.759,-15.851,1.321
scan_040,GRAT_XXX,-39.452,-30.046,-12.527,2.369
scan_040,OOO,-35.112,-35.770,-8.973,0.153
scan_040,OOO,-38.054,-35.511,9.101,0.968
scan_040,GRAT_XXX,-54.466,-34.805,9.571,1.219
scan_040,GRAT_XXX,-23.322,-36.188,6.475,1.335
scan_040,GRAT_XXX,-42.706,-30.956,6.806,1.720
scan_040,GRAT_XXX,-61.414,20.025,-24.083,1.271
scan_040,GRAT_XXX,-23.496,-23.110,1.148,3.122
scan_040,GRAT_XXX,-32.438,5.024,6.216,1.725
scan_040,GRAT_XXX,-60.081,2.482,-14.645,2.500
scan_040,GRAT_XXX,-53.145,-11.909,-21.216,1.262
scan_040,GRAT_XXX,-56.412,2.635,-13.150,2.433
scan_040,GRAT_XXX,-54.466,7.616,-17.788,1.527
scan_040,GRAT_XXX,-55.223,3.043,-12.348,2.560
scan_040,GRAT_XXX,-67.934,2.093,-23.451,1.360
scan_040,GRAT_XXX,-45.106,-30.724,-13.802,1.799
scan_040,GRAT_XXX,-50.712,-29.946,7.761,2.119
scan_040,OOO,-49.929,-35.562,7.887,1.231
scan_040,OOO,-50.144,-35.589,10.073,1.102
scan_040,GRAT_XXX,-35.182,-34.689,-10.004,1.479
scan_040,GRAT_XXX,-23.770,-21.746,1.192,2.053
scan_040,GRAT_XXX,-51.499,-9.842,-21.010,1.262
scan_040,GRAT_XXX,-61.264,21.206,-24.765,1.576
scan_040,GRAT_XXX,-58.970,13.672,-21.308,1.643
scan_040,GRAT_XXX,-58.155,8.087,-20.097,1.816
scan_040,GRAT_XXX,-33.012,-34.264,-9.867,1.663
scan_040,GRAT_XXX,-40.737,-28.858,6.436,1.624
scan_040,OOO,-33.249,-35.227,-8.539,0.820
scan_040,GRAT_XXX,-24.792,-26.578,0.803,3.285
scan_040,GRAT_XXX,-42.641,11.080,-14.552,1.411
scan_040,GRAT_XXX,-46.332,30.444,-18.039,1.626
scan_040,GRAT_XXX,-25.630,-19.077,-10.173,1.219
scan_040,GRAT_XXX,-35.896,-34.011,5.455,1.250
scan_040,GRAT_XXX,-32.624,-18.785,-10.275,1.254
scan_040,GRAT_XXX,-49.182,-37.200,-9.440,1.502
scan_040,GRAT_XXX,-47.444,-37.020,-9.155,1.417
scan_040,GRAT_XXX,-75.022,-15.527,-14.186,1.390
scan_040,GRAT_XXX,-55.785,4.129,-13.303,1.386
scan_040,GRAT_XXX,-59.235,15.751,-21.467,1.418
scan_040,GRAT_XXX,-39.937,-14.355,-12.995,1.414
scan_040,GRAT_XXX,-45.090,7.992,-12.470,1.747
scan_040,GRAT_XXX,-45.176,9.648,-15.762,1.410
scan_040,GRAT_XXX,-23.348,-25.392,3.703,1.695
scan_040,GRAT_XXX,-42.803,-27.605,6.939,2.156
scan_040,OOO,-37.246,-35.855,-9.390,0.461
scan_040,GRAT_XXX,-38.080,-31.956,-11.339,2.870
scan_040,GRAT_XXX,-37.631,-29.618,-12.573,1.442
scan_040,GRAT_XXX,-57.908,-31.254,5.748,1.587
scan_040,GRAT_XXX,-63.890,-26.505,-2.291,1.881
scan_040,GRAT_XXX,-64.255,-26.553,-0.283,2.080
scan_040,GRAT_XXX,-59.936,-15.963,-23.655,1.390
scan_040,GRAT_XXX,-60.315,-21.396,-19.235,1.706
scan_040,GRAT_XXX,-57.291,-27.125,-15.969,2.050
scan_040,OOO,-40.579,-36.487,10.286,1.114
scan_040,GRAT_XXX,-58.629,-18.729,-20.564,1.908
scan_040,GRAT_XXX,-58.562,-19.779,-19.836,2.602
scan_040,GRAT_XXX,-58.864,-20.528,-19.740,2.639
scan_040,GRAT_XXX,-57.671,-25.295,-17.795,1.785
scan_040,GRAT_XXX,-59.179,-27.303,-12.960,1.306
scan_040,GRAT_XXX,-58.007,-26.298,-16.295,2.159
scan_040,GRAT_XXX,-65.917,9.545,-23.996,1.235
scan_040,GRAT_XXX,-65.695,3.869,-19.806,1.470
scan_040,GRAT_XXX,-36.443,-32.777,-11.712,1.994
scan_040,GRAT_XXX,-39.479,-16.599,-12.070,2.066
scan_040,GRAT_XXX,-32.134,34.418,-11.309,1.208
scan_040,GRAT_XXX,-27.787,8.768,-8.077,1.282
scan_040,GRAT_XXX,-47.370,29.492,-18.782,1.743
scan_040,GRAT_XXX,-39.692,30.507,-15.631,1.309
scan_040,GRAT_XXX,-72.041,-16.038,-18.115,1.370
scan_040,GRAT_XXX,-60.276,11.354,-22.421,1.296
scan_040,GRAT_XXX,-52.655,-15.994,-21.051,1.228
scan_040,GRAT_XXX,-34.118,-14.191,-10.614,1.355
scan_040,GRAT_XXX,-23.143,31.487,-1.929,1.623
scan_040,OOO,-35.744,-35.938,9.417,0.893
scan_040,GRAT_XXX,-30.388,19.089,-12.516,2.167
scan_040,GRAT_XXX,-23.782,-27.237,2.357,2.177
scan_040,GRAT_XXX,-54.807,12.311,-20.114,1.305
scan_040,GRAT_XXX,-34.554,-34.122,4.543,1.528
scan_040,GRAT_XXX,-24.765,-25.681,0.088,4.081
scan_040,GRAT_XXX,-59.158,21.698,-25.275,2.708
scan_040,GRAT_XXX,-38.448,-30.442,5.830,1.846
scan_040,OOO,-34.438,-36.859,-7.665,1.658
scan_040,GRAT_XXX,-25.488,11.427,2.879,1.969
scan_040,GRAT_XXX,-41.488,-31.770,-12.313,2.424
scan_040,GRAT_XXX,-58.769,-26.743,-14.118,1.860
scan_040,GRAT_XXX,-39.499,-32.018,-11.310,3.093
scan_040,GRAT_XXX,-61.052,15.488,-21.864,1.729
scan_040,GRAT_XXX,-25.257,13.428,3.046,1.290
scan_040,GRAT_XXX,-35.184,-33.865,-10.921,1.913
scan_040,GRAT_XXX,-23.091,-24.354,3.219,2.120
scan_040,GRAT_XXX,-51.942,-34.771,7.814,1.383
scan_040,GRAT_XXX,-35.151,8.266,-10.938,1.711
scan_040,GRAT_XXX,-52.411,-28.675,6.777,2.397
scan_040,GRAT_XXX,-23.068,30.685,0.150,2.056
scan_040,GRAT_XXX,-66.748,14.792,-23.889,1.304
scan_040,GRAT_XXX,-66.300,10.924,-24.026,1.576
scan_040,GRAT_XXX,-27.312,9.307,-2.711,1.388
scan_040,GRAT_XXX,-58.071,-23.488,-19.833,1.284
scan_040,GRAT_XXX,-28.138,-33.400,-8.693,1.473
scan_040,GRAT_XXX,-78.201,-19.765,-4.069,1.398
scan_040,GRAT_XXX,-76.688,-3.629,-22.299,2.207
scan_040,GRAT_XXX,-76.022,-16.823,-12.184,1.421
scan_040,GRAT_XXX,-42.012,-28.957,6.820,1.724
scan_040,GRAT_XXX,-63.152,-25.610,-5.913,1.229
scan_040,GRAT_XXX,-64.423,-27.174,1.179,2.791
scan_040,GRAT_XXX,-36.448,-31.995,5.323,1.586
scan_040,GRAT_XXX,-54.943,-34.288,9.053,1.282
scan_040,GRAT_XXX,-54.957,-29.541,6.442,1.574
scan_040,GRAT_XXX,-51.046,4.242,-11.547,2.879
scan_040,GRAT_XXX,-31.902,-36.719,-5.089,1.204
scan_040,GRAT_XXX,-25.553,18.389,3.809,1.747
scan_040,GRAT_XXX,-77.634,-5.426,-21.627,1.923
scan_040,GRAT_XXX,-35.921,14.127,-12.369,1.203
scan_040,GRAT_XXX,-65.892,-8.545,-25.236,2.205
scan_040,GRAT_XXX,-30.277,-26.271,-10.258,1.536
scan_040,GRAT_XXX,-54.733,4.525,-12.490,1.422
scan_040,GRAT_XXX,-51.863,-32.184,-15.447,1.350
scan_040,GRAT_XXX,-62.574,15.180,-22.305,1.507
scan_040,GRAT_XXX,-62.308,13.841,-22.449,1.747
scan_040,GRAT_XXX,-24.829,-24.380,-0.839,3.339
scan_040,GRAT_XXX,-37.067,8.026,-11.344,1.583
scan_040,GRAT_XXX,-76.305,-10.918,-18.150,1.827
scan_040,GRAT_XXX,-28.076,-34.941,1.545,1.530
scan_040,GRAT_XXX,-24.100,-29.511,-9.726,1.370
scan_040,GRAT_XXX,-36.500,32.770,-14.869,1.569
scan_040,GRAT_XXX,-60.076,8.607,-21.077,2.021
scan_040,GRAT_XXX,-58.286,2.786,-14.565,2.183
scan_040,GRAT_XXX,-45.985,31.315,-18.054,2.356
scan_040,GRAT_XXX,-31.321,-34.845,-8.277,1.380
scan_040,GRAT_XXX,-57.483,1.425,-13.720,3.708
scan_040,GRAT_XXX,-71.282,-15.158,-19.324,1.241
scan_040,GRAT_XXX,-67.880,-3.813,-25.873,2.410
scan_040,GRAT_XXX,-66.698,-8.555,-25.328,2.045
scan_040,GRAT_XXX,-55.701,23.861,-22.495,1.378
scan_040,GRAT_XXX,-67.430,3.876,-22.742,1.492
scan_040,GRAT_XXX,-29.535,-32.446,-9.589,1.430
scan_040,GRAT_XXX,-60.293,7.634,-20.341,1.501
scan_040,GRAT_XXX,-23.288,28.080,3.056,1.609
scan_040,OOO,-41.142,-36.101,-9.910,1.155
scan_040,OOO,-31.935,-36.336,7.687,1.155
scan_040,GRAT_XXX,-44.820,8.837,-14.367,2.336
scan_040,GRAT_XXX,-41.586,-30.008,-13.096,2.550
scan_040,GRAT_XXX,-41.443,-28.909,-13.628,1.835
scan_040,GRAT_XXX,-31.272,-34.023,-9.621,1.724
scan_040,GRAT_XXX,-50.724,7.203,-15.789,1.420
scan_040,GRAT_XXX,-29.498,-33.731,-8.996,1.747
scan_040,GRAT_XXX,-47.209,-26.086,8.069,2.739
scan_040,GRAT_XXX,-22.542,-23.820,4.517,1.637
scan_040,GRAT_XXX,-22.844,-28.835,2.270,2.456
scan_040,GRAT_XXX,-26.153,-34.878,-1.564,1.404
scan_040,GRAT_XXX,-24.466,32.989,-6.436,1.337
scan_040,GRAT_XXX,-30.449,17.368,-12.468,1.845
scan_040,OOO,-52.739,-36.346,10.147,0.947
scan_040,GRAT_XXX,-29.536,-30.360,-9.509,1.345
scan_040,GRAT_XXX,-23.878,-22.903,-1.448,2.640
scan_040,GRAT_XXX,-51.073,-30.376,-17.491,1.318
scan_040,GRAT_XXX,-56.344,23.112,-23.247,1.699
scan_040,GRAT_XXX,-57.796,22.172,-23.750,1.727
scan_040,GRAT_XXX,-25.390,-37.493,7.067,1.669
scan_040,GRAT_XXX,-57.482,2.170,-13.753,3.009
scan_040,GRAT_XXX,-58.866,-24.914,-16.194,2.261
scan_040,GRAT_XXX,-43.952,-27.182,6.913,2.329
scan_040,GRAT_XXX,-37.273,-33.503,-11.152,2.281
scan_040,OOO,-24.041,35.175,-7.521,0.887
scan_080,GRAT_XXX,-66.015,-24.623,-6.440,1.427
scan_080,GRAT_XXX,-73.471,-16.918,12.001,1.283
scan_080,GRAT_XXX,-72.415,-19.765,8.376,1.487
scan_080,GRAT_XXX,-72.687,-20.451,6.014,1.617
scan_080,GRAT_XXX,-73.160,-19.698,7.094,1.319
scan_080,GRAT_XXX,-72.969,-20.583,4.466,1.513
scan_080,ANGUSS_A,-69.552,-25.683,-2.357,2.234
scan_080,OOO,-54.365,-35.236,10.280,1.029
scan_080,GRAT_XXX,-71.359,-20.271,8.372,1.425
scan_080,GRAT_XXX,-71.333,-20.648,6.438,1.724
scan_080,GRAT_XXX,-36.391,-35.514,-6.173,1.266
scan_080,GRAT_XXX,-69.866,-24.930,-4.002,1.950
scan_080,GRAT_XXX,-50.209,-34.969,9.733,1.409
scan_080,GRAT_XXX,-71.927,-18.851,-12.377,1.220
scan_080,GRAT_XXX,-64.547,-24.585,-8.744,1.313
scan_080,GRAT_XXX,-70.675,-20.866,7.911,1.367
scan_080,ANGUSS_A,-68.297,-24.918,0.550,1.783
scan_080,ANGUSS_A,-68.104,-26.158,-0.832,2.503
scan_080,ANGUSS_A,-68.360,-26.453,-2.312,2.966
scan_080,GRAT_XXX,-67.453,-26.763,-3.071,2.974
scan_080,GRAT_XXX,-67.702,-26.212,-4.390,2.867
scan_080,GRAT_XXX,-72.347,-18.408,10.854,1.593
scan_080,GRAT_XXX,-77.462,-13.879,-13.991,3.200
scan_080,GRAT_XXX,-76.189,-14.988,-13.208,1.558
scan_080,GRAT_XXX,-75.633,-15.765,-12.715,1.262
scan_080,GRAT_XXX,-75.228,-20.263,-8.300,1.203
scan_080,GRAT_XXX,-75.175,-21.567,-4.465,1.500
scan_080,GRAT_XXX,-75.513,-17.722,7.922,1.877
scan_080,GRAT_XXX,-77.250,-17.682,7.667,1.761
scan_080,GRAT_XXX,-42.036,-34.187,-13.036,1.227
scan_080,GRAT_XXX,-78.403,-20.812,-5.838,1.966
scan_080,GRAT_XXX,-33.067,-36.426,2.080,2.047
scan_080,GRAT_XXX,-36.497,-36.155,13.693,1.439
scan_080,GRAT_XXX,-68.562,-20.362,11.697,1.249
scan_080,OOO,-45.546,-36.071,8.045,1.109
scan_080,OOO,-45.372,-35.914,7.445,1.501
scan_080,GRAT_XXX,-37.202,-35.970,13.773,1.372
scan_080,ANGUSS_A,-66.087,-26.488,-0.614,2.435
scan_080,GRAT_XXX,-46.494,-34.297,-9.680,1.683
scan_080,GRAT_XXX,-62.895,-17.655,-20.578,1.747
scan_080,GRAT_XXX,-71.464,-16.049,14.871,1.655
scan_080,GRAT_XXX,-31.084,-34.195,-1.471,1.220
scan_080,GRAT_XXX,-64.332,-16.989,-18.938,1.647
scan_080,GRAT_XXX,-65.336,-26.788,-1.757,2.584
scan_080,GRAT_XXX,-59.169,-15.934,5.848,1.631
scan_080,ANGUSS_A,-64.280,-25.212,2.113,1.516
scan_080,GRAT_XXX,-52.283,-34.464,8.141,1.251
scan_080,GRAT_XXX,-48.841,-34.149,-11.389,1.728
scan_080,GRAT_XXX,-68.003,-23.649,-7.832,1.423
scan_080,GRAT_XXX,-78.921,-21.286,0.172,1.991
scan_080,GRAT_XXX,-71.900,-20.004,7.231,1.874
scan_080,GRAT_XXX,-25.287,-33.786,4.520,1.838
scan_080,GRAT_XXX,-75.837,-15.519,12.508,1.467
scan_080,GRAT_XXX,-75.072,-13.866,-14.495,1.205
scan_080,GRAT_XXX,-71.986,-20.294,-8.957,1.276
scan_080,OOO,-40.098,-35.757,-8.367,1.025
scan_080,GRAT_XXX,-47.746,-29.777,-18.155,1.585
scan_080,GRAT_XXX,-27.884,-34.420,0.053,1.260
scan_080,GRAT_XXX,-49.156,-31.765,-16.899,1.528
scan_080,OOO,-52.373,-35.088,10.124,1.188
scan_080,GRAT_XXX,-66.120,-24.452,6.527,1.407
scan_080,GRAT_XXX,-44.847,-34.161,-11.692,1.497
scan_080,OOO,-38.098,-36.051,6.727,1.434
scan_080,GRAT_XXX,-78.951,-19.761,-1.592,1.271
scan_080,OOO,-34.020,-35.297,-6.833,1.145
scan_080,GRAT_XXX,-44.589,-34.978,-9.709,1.210
scan_080,OOO,-42.693,-35.071,-7.921,0.740
scan_080,OOO,-32.237,-36.784,9.034,1.283
scan_080,OOO,-44.053,-35.173,7.749,1.267
scan_080,OOO,-44.180,-35.163,9.330,1.085
scan_080,OOO,-46.029,-35.931,9.116,1.078
scan_080,GRAT_XXX,-77.533,-20.703,-3.870,1.229
scan_080,OOO,-44.657,-35.743,7.574,1.383
scan_080,GRAT_XXX,-73.359,-18.150,9.544,1.638
scan_080,OOO,-30.264,-35.103,-6.956,1.227
scan_080,GRAT_XXX,-50.126,-35.696,12.043,1.390
scan_080,GRAT_XXX,-68.508,-25.503,-4.739,2.204
scan_080,OOO,-38.536,-35.882,-7.140,0.953
scan_080,GRAT_XXX,-73.284,-18.846,-10.148,1.231
scan_080,GRAT_XXX,-54.852,-23.377,-19.614,1.239
scan_080,GRAT_XXX,-48.927,-34.399,-9.593,1.543
scan_080,OOO,-36.407,-35.496,-7.230,0.937
scan_080,GRAT_XXX,-44.374,-29.359,-15.447,1.385
scan_080,GRAT_XXX,-43.422,-30.215,-14.683,1.427
scan_080,GRAT_XXX,-68.237,-24.505,-6.269,1.845
scan_080,OOO,-28.144,-35.247,-6.871,1.314
scan_080,GRAT_XXX,-41.874,-34.759,10.892,1.383
scan_080,OOO,-38.703,-35.504,-10.312,0.801
scan_080,GRAT_XXX,-56.502,-24.478,-18.128,1.742
scan_080,GRAT_XXX,-52.294,-26.557,20.601,1.809
scan_080,GRAT_XXX,-62.123,-24.442,9.760,1.203
scan_080,GRAT_XXX,-72.764,-17.025,13.311,1.332
scan_080,GRAT_XXX,-42.322,-34.985,-11.993,1.299
scan_080,OOO,-42.160,-35.543,-10.348,1.319
scan_080,OOO,-41.231,-35.527,-8.019,0.846
scan_080,OOO,-39.948,-35.347,6.982,1.214
scan_080,GRAT_XXX,-46.644,-34.092,14.841,1.202
scan_080,GRAT_XXX,-62.606,-18.179,21.709,1.231
scan_080,GRAT_XXX,-33.484,-37.222,9.029,1.378
scan_080,GRAT_XXX,-55.184,-33.292,-12.712,1.240
scan_080,GRAT_XXX,-68.564,-19.847,-16.026,1.500
scan_080,OOO,-38.439,-35.717,-8.575,0.915
scan_080,GRAT_XXX,-75.682,-21.147,-2.040,1.724
scan_080,OOO,-39.257,-35.694,8.403,0.713
scan_080,GRAT_XXX,-63.808,-26.677,-2.789,1.780
scan_080,GRAT_XXX,-53.501,-33.882,-10.469,2.141
scan_080,OOO,-41.224,-35.112,7.026,1.420
scan_080,GRAT_XXX,-65.966,-20.615,-11.647,1.395
scan_080,GRAT_XXX,-53.522,-26.853,21.381,2.481
scan_080,GRAT_XXX,-30.682,-34.935,-5.942,1.524
scan_080,GRAT_XXX,-27.939,-35.871,1.526,1.709
scan_080,GRAT_XXX,-43.251,-34.433,10.509,1.548
scan_080,GRAT_XXX,-52.156,-26.684,19.614,1.290
scan_080,GRAT_XXX,-38.203,-35.844,-6.365,1.419
scan_080,GRAT_XXX,-57.276,-25.457,4.892,1.369
scan_080,GRAT_XXX,-58.100,-25.129,3.812,1.238
scan_080,OOO,-25.593,-35.143,7.105,1.091
scan_080,GRAT_XXX,-58.001,-25.025,-18.534,1.576
scan_080,GRAT_XXX,-58.257,-22.190,-20.309,1.419
scan_080,GRAT_XXX,-78.300,-20.674,4.442,1.626
scan_080,GRAT_XXX,-55.459,-32.386,-9.907,2.248
scan_080,GRAT_XXX,-65.919,-24.444,-8.170,1.665
scan_080,OOO,-30.535,-35.452,6.898,0.632
scan_080,GRAT_XXX,-68.074,-20.177,-16.061,1.324
scan_080,GRAT_XXX,-71.680,-23.491,-1.947,1.230
scan_080,GRAT_XXX,-74.011,-18.505,7.929,1.694
scan_080,GRAT_XXX,-74.897,-16.411,11.549,1.283
scan_080,GRAT_XXX,-73.832,-17.303,10.441,1.481
scan_080,GRAT_XXX,-77.701,-18.430,6.342,1.607
scan_080,GRAT_XXX,-79.196,-21.400,1.582,2.087
scan_080,GRAT_XXX,-78.727,-20.784,-5.132,1.654
scan_080,GRAT_XXX,-78.237,-20.526,-7.196,1.564
scan_080,GRAT_XXX,-56.250,-25.336,21.818,1.933
scan_080,OOO,-36.043,-36.049,8.276,1.155
scan_080,OOO,-35.720,-36.198,10.350,1.183
scan_080,GRAT_XXX,-63.958,-17.315,16.923,2.660
scan_080,OOO,-28.346,-35.128,9.504,0.958
scan_080,GRAT_XXX,-57.785,-13.239,9.788,2.254
scan_080,GRAT_XXX,-59.451,-15.918,4.577,1.309
scan_080,OOO,-50.625,-35.237,-9.528,0.940
scan_080,GRAT_XXX,-50.986,-34.687,-11.337,1.276
scan_080,OOO,-50.006,-35.650,9.820,1.368
scan_080,GRAT_XXX,-50.499,-31.459,-17.762,2.020
scan_080,GRAT_XXX,-53.681,-27.121,20.554,2.077
scan_080,OOO,-55.944,-35.596,8.510,0.975
scan_080,GRAT_XXX,-61.799,-18.704,-20.398,1.716
scan_080,GRAT_XXX,-62.810,-16.395,-21.465,1.855
scan_080,GRAT_XXX,-66.139,-23.341,10.311,1.390
scan_080,GRAT_XXX,-78.458,-20.507,-1.876,1.802
scan_080,GRAT_XXX,-56.854,-25.122,21.555,1.490
scan_080,OOO,-50.578,-35.405,-8.193,0.723
scan_080,GRAT_XXX,-63.248,-26.652,-6.696,1.792
scan_080,GRAT_XXX,-58.480,-26.130,-1.656,1.406
scan_080,GRAT_XXX,-64.884,-16.005,21.237,1.249
scan_080,OOO,-52.053,-35.216,-9.623,1.193
scan_080,GRAT_XXX,-64.897,-19.046,15.394,2.025
scan_080,GRAT_XXX,-64.018,-26.511,-0.425,1.855
scan_080,GRAT_XXX,-58.936,-13.523,9.083,1.280
scan_080,OOO,-39.775,-36.130,-6.882,1.492
scan_080,GRAT_XXX,-77.394,-18.915,6.253,1.309
scan_080,GRAT_XXX,-78.289,-19.059,1.916,1.424
scan_080,GRAT_XXX,-50.451,-31.621,-17.139,1.700
scan_080,GRAT_XXX,-57.307,-12.930,11.087,1.953
scan_080,OOO,-51.688,-35.517,-8.387,0.860
scan_080,GRAT_XXX,-56.891,-25.461,5.288,1.655
scan_080,GRAT_XXX,-64.149,-15.890,19.037,2.531
scan_080,GRAT_XXX,-66.198,-25.947,-4.916,2.158
scan_080,GRAT_XXX,-64.193,-18.039,-17.524,1.799
scan_080,GRAT_XXX,-58.477,-22.569,-19.658,1.677
scan_080,GRAT_XXX,-26.480,-34.615,-0.814,1.289
scan_080,GRAT_XXX,-42.220,-34.532,11.955,1.220
scan_080,OOO,-34.219,-35.460,6.669,1.101
scan_080,GRAT_XXX,-47.848,-31.560,-16.548,1.273
scan_080,OOO,-33.713,-36.458,10.163,1.339
scan_080,GRAT_XXX,-33.732,-35.706,5.567,1.324
scan_080,GRAT_XXX,-28.326,-37.120,5.953,1.521
scan_080,OOO,-37.257,-35.600,9.852,1.042
scan_080,GRAT_XXX,-34.763,-33.657,-11.821,1.329
scan_080,GRAT_XXX,-46.795,-33.971,-11.432,1.770
scan_080,GRAT_XXX,-48.783,-29.567,-19.304,2.250
scan_080,GRAT_XXX,-63.966,-25.453,3.809,1.383
scan_080,OOO,-47.948,-35.072,9.521,1.297
scan_080,GRAT_XXX,-63.981,-25.875,-5.187,1.415
scan_080,GRAT_XXX,-65.195,-15.938,18.715,2.020
scan_080,GRAT_XXX,-35.991,-35.967,5.501,1.383
scan_080,GRAT_XXX,-35.488,-36.116,4.315,2.178
scan_080,GRAT_XXX,-66.013,-26.720,-2.881,2.609
scan_080,GRAT_XXX,-63.952,-19.043,-16.805,1.634
scan_080,GRAT_XXX,-54.615,-33.257,-10.772,2.582
scan_080,GRAT_XXX,-63.567,-25.825,5.735,1.297
scan_080,GRAT_XXX,-74.958,-17.369,9.160,1.680
scan_080,GRAT_XXX,-34.498,-34.419,-10.405,1.558
scan_080,ANGUSS_A,-63.902,-26.202,1.233,1.762
scan_080,GRAT_XXX,-57.318,-11.949,10.151,1.410
scan_080,GRAT_XXX,-26.324,-35.432,1.371,1.210
scan_080,OOO,-37.645,-36.355,8.201,1.037
scan_080,GRAT_XXX,-33.942,-36.256,3.842,2.046
scan_080,GRAT_XXX,-49.393,-31.167,-18.241,2.236
scan_080,GRAT_XXX,-31.982,-36.163,1.441,1.555
scan_080,GRAT_XXX,-78.585,-20.778,2.358,1.865
scan_080,GRAT_XXX,-25.896,-34.975,-2.257,1.211
scan_080,OOO,-46.489,-35.769,7.912,0.971
scan_080,GRAT_XXX,-53.956,-35.211,12.346,1.235
scan_080,OOO,-40.491,-35.593,-10.262,0.995
scan_080,GRAT_XXX,-62.234,-17.434,-21.011,2.201
scan_080,GRAT_XXX,-64.818,-17.579,17.098,1.815
scan_080,OOO,-35.983,-35.610,6.404,0.652
scan_080,GRAT_XXX,-42.162,-29.836,-14.704,1.577
scan_080,GRAT_XXX,-71.632,-18.228,11.956,1.683
scan_080,GRAT_XXX,-69.552,-17.356,14.268,1.643
scan_080,GRAT_XXX,-55.131,-26.255,21.463,2.086
scan_080,GRAT_XXX,-69.102,-18.422,13.219,1.301
scan_080,GRAT_XXX,-65.999,-15.916,-20.098,1.219
scan_080,GRAT_XXX,-29.747,-35.701,1.435,1.293
scan_080,GRAT_XXX,-57.835,-11.297,8.971,1.289
